# active_bonds		broken_bonds		damage_ratio		epsilon_xx		epsilon_yy		epsilon_zz		iteration		sigma_xx		sigma_yy		sigma_zz
15058	0	0.0	-0.0005518777364149228	-1.4591648726937266e-05	0.09711301546592431	27500	-0.015535679616312595	-0.0071732933428015015	-0.07143676695783897
15058	0	0.0	-0.0005040573589930785	-1.6023540307534837e-05	0.09739901037940148	28000	-0.01931053507835774	0.012248330871256494	-0.07803633532106943
7499	7559	0.5019922964537123	-0.0005018666685338473	-1.6193574765893543e-05	0.09741485548430065	28500	-0.017038722292470655	0.013329338431210144	-0.07809450921842355
7499	7559	0.5019922964537123	-0.0005003355564791534	-1.627094073489901e-05	0.09742893219826755	29000	-0.019687667427320123	0.009322486379103255	-0.07951989255946344
7624	7434	0.493691061229911	-0.000499182303186848	-1.6321748726242167e-05	0.0974366439907943	29500	-0.01727487530049115	0.005498208922666475	-0.08066972270069916
7624	7434	0.493691061229911	-0.0004982483831989212	-1.63670346747684e-05	0.09744214531814231	30000	-0.01802973626614659	0.004709955064574985	-0.08169890357161569
7747	7311	0.4855226457696905	-0.0004980377822868296	-1.6397868567741956e-05	0.09744569063905995	30500	-0.017438147196937273	-0.024030239775227835	-0.08250027548794062
7747	7311	0.4855226457696905	-0.0004975085127482275	-1.6423753890651456e-05	0.09744777989081918	31000	-0.016958668316348166	-0.02053386151938415	-0.08358075485210317
7867	7191	0.4775534599548413	-0.000529159844124213	-1.6453729917692548e-05	0.09787754972737274	31500	-0.029297740977088243	0.01734183333998548	77.01848104282658
7867	7191	0.4775534599548413	-0.0005200484738670728	-7.774412433998517e-06	0.09855253591042609	32000	-1.0331744808054757	-0.005722864667003089	79.69895285205851
